,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,country_code
1057,Bourbon,Brazil,Natural / Dry,2018,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,0,76
1058,Other,Guatemala,Washed / Wet,2014,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,0.1,320
1059,Typica,Mexico,Washed / Wet,2012,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,0.15,484
1060,Typica,Others,Washed / Wet,2013,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,0.1,332
1061,Other,Mexico,Washed / Wet,2012,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,0.12,484
1062,Caturra,Others,Washed / Wet,2014,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,0,604
1063,Caturra,Others,Natural / Dry,2016,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,0,356
1064,Typica,Mexico,Washed / Wet,2009,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,0,484
1065,Bourbon,Guatemala,Washed / Wet,2012,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,0.12,320
1066,Typica,Mexico,Washed / Wet,2012,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,0.13,484
1067,Bourbon,Guatemala,Washed / Wet,2012,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,0.11,320
1068,Bourbon,Guatemala,Washed / Wet,2012,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,0.11,320
1069,Typica,Mexico,Washed / Wet,2012,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,0.16,484
1070,Other,Others,Natural / Dry,2011,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,0.12,360
1071,Bourbon,Mexico,Washed / Wet,2012,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,0.12,484
1072,Other,Honduras,Natural / Dry,2014,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,0.11,340
1073,Caturra,Others,Washed / Wet,2012,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,0.12,608
1074,Caturra,Brazil,Natural / Dry,2018,7.17,7,6.83,7.5,7.17,7,8,8,10,7,0.11,76
1075,Bourbon,Guatemala,Washed / Wet,2012,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,0.11,320
1076,Bourbon,Guatemala,Washed / Wet,2012,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,0.12,320
1077,Other,Mexico,Washed / Wet,2012,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,0.11,484
1078,Mundo Novo,Mexico,Washed / Wet,2012,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,0.11,484
1079,Other,Mexico,Washed / Wet,2012,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,0.12,484
1080,Typica,Mexico,Washed / Wet,2012,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,0.13,484
1081,Typica,Mexico,Washed / Wet,2012,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,0.14,484
1082,Typica,Mexico,Washed / Wet,2012,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,0.17,484
1083,Typica,Mexico,Washed / Wet,2012,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,0.12,484
1084,Bourbon,Guatemala,Washed / Wet,2012,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,0.11,320
1085,Bourbon,Guatemala,Washed / Wet,2012,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,0.11,320
1086,Typica,Mexico,Washed / Wet,2013,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,0.12,484
1087,Bourbon,Guatemala,Washed / Wet,2013,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,0.11,320
1088,Typica,Mexico,Washed / Wet,2012,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,0.14,484
1089,Typica,Mexico,Washed / Wet,2012,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,0.13,484
1090,Typica,Mexico,Washed / Wet,2012,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,0.12,484
1091,Caturra,Brazil,Washed / Wet,2016,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,0.11,76
1092,Other,Honduras,Washed / Wet,2014,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,0.11,340
1093,Typica,Mexico,Washed / Wet,2014,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,0,484
1094,Caturra,Colombia,Natural / Dry,2013,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,0,170
1095,Caturra,Others,Washed / Wet,2010,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,0.08,332
1096,Caturra,Costa Rica,Washed / Wet,2014,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,0.11,188
1097,Mundo Novo,Mexico,Washed / Wet,2012,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,0.12,484
1098,Bourbon,Mexico,Washed / Wet,2012,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,0.11,484
1099,Typica,Mexico,Washed / Wet,2014,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,0.12,484
1100,Caturra,Brazil,Natural / Dry,2018,7,7,6.83,7,7.33,6.83,6,6,10,6.67,0.11,76
1101,Catuai,Honduras,Washed / Wet,2014,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,0.1,340
1102,Catuai,Honduras,Washed / Wet,2014,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,0.1,340
1103,Catuai,Honduras,Washed / Wet,2014,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,0.1,340
1104,Bourbon,Mexico,Washed / Wet,2012,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,0.11,484
1105,Typica,Others,Natural / Dry,2012,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,0.14,332
1106,Caturra,Others,Other,2016,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,0.13,558
1107,Catuai,Guatemala,Washed / Wet,2012,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,0.1,320
1108,Caturra,Honduras,Washed / Wet,2017,0,0,0,0,0,0,0,0,0,0,0.12,340
1109,Caturra,Uganda,Washed / Wet,2013,7.83,8.08,7.75,7.92,8.25,7.92,10,10,8,8,0.12,800
1110,Caturra,Others,Washed / Wet,2017,8,7.75,7.92,8,7.92,7.92,10,10,8,8,0,356
1111,Caturra,Others,Washed / Wet,2015,7.92,7.83,7.92,8,7.83,7.92,10,10,7.83,8,0,356
1112,Caturra,Uganda,Washed / Wet,2013,8,7.92,7.92,7.75,7.83,7.75,10,10,7.75,8.08,0.12,800
1113,Caturra,Uganda,Washed / Wet,2013,8.33,7.83,7.83,7.75,8.25,7.75,10,10,7.58,7.67,0.12,800
1114,Caturra,Others,Washed / Wet,2012,8,7.92,7.67,8,7.75,7.92,10,10,7.75,7.75,0,356
1115,Caturra,Others,Washed / Wet,2014,7.67,7.75,7.83,7.83,7.92,7.75,10,10,8,7.83,0,356
1116,Caturra,Others,Washed / Wet,2017,7.67,7.75,7.83,7.67,7.92,7.83,10,10,7.92,7.92,0.1,356
1117,Other,Others,Washed / Wet,2015,7.67,7.75,7.58,7.83,7.83,8,10,10,7.92,7.92,0.09,356
1118,Caturra,Uganda,Washed / Wet,2014,7.67,7.83,7.83,7.83,7.92,7.75,10,10,7.75,7.83,0.12,800
1119,Caturra,Uganda,Washed / Wet,2014,7.58,7.92,7.75,7.83,7.5,7.67,10,10,7.67,7.83,0.12,800
1120,Other,Others,Natural / Dry,2015,7.67,7.83,7.75,7.5,7.75,7.58,10,10,7.75,7.75,0.11,356
1121,Caturra,Others,Washed / Wet,2014,7.58,7.58,7.67,7.58,7.67,7.67,10,10,7.5,8.33,0,356
1122,Caturra,Uganda,Washed / Wet,2013,8,7.75,7.75,7.58,7.67,7.5,10,10,7.58,7.67,0.11,800
1123,Caturra,Uganda,Washed / Wet,2014,8,7.67,7.75,7.5,7.67,7.58,10,10,7.58,7.75,0.12,800
1124,Caturra,Others,Washed / Wet,2015,7.75,7.75,7.67,7.67,7.58,7.58,10,10,7.58,7.83,0,356
1125,Caturra,Others,Natural / Dry,2013,7.5,7.5,7.25,7.83,7.67,7.83,10,10,7.83,7.83,0.13,356
1126,Caturra,Uganda,Washed / Wet,2013,7.33,7.58,7.5,7.75,7.75,7.67,10,10,7.75,7.58,0.12,800
1127,Caturra,Uganda,Washed / Wet,2013,7.83,7.58,7.33,7.67,7.5,7.5,10,10,7.75,7.42,0.12,800
1128,Caturra,Uganda,Washed / Wet,2013,7.75,7.42,7.33,7.58,7.67,7.58,10,10,7.67,7.5,0.12,800
1129,Caturra,Others,Washed / Wet,2014,7.67,7.67,7.5,7.33,7.58,7.5,10,10,7.42,7.5,0,356
1130,Caturra,Others,Natural / Dry,2013,7.58,7.42,7.42,7.83,7.42,7.5,10,10,7.42,7.58,0,356
1131,Other,Others,Natural / Dry,2012,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10,7.58,7.33,0,840
1132,Caturra,Others,Washed / Wet,2016,7.75,7.58,7.33,7.58,5.08,7.83,10,10,7.75,7.83,0,218
1133,Caturra,Others,Washed / Wet,2016,7.5,7.67,7.75,7.75,5.17,5.25,10,10,8.42,8.58,0,218
1134,Caturra,Others,Natural / Dry,2014,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,7.17,0,840
1135,Caturra,Others,Natural / Dry,2013,7.42,6.83,6.75,7.17,7.25,7,9.33,9.33,7.08,6.92,0.1,356
