Unnamed: 0,total_cup_points,species,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
987,81.08,Arabica,Mundo Novo,Brazil,Natural / Dry,2016,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,0.11
988,81.08,Arabica,Other,Others,Washed / Wet,2015,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,0.11
989,81.08,Arabica,Other,Others,Natural / Dry,2014,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,0
990,81.08,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,0.13
991,81.08,Arabica,Caturra,Costa Rica,Washed / Wet,2014,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,0.13
992,81.08,Arabica,Other,Others,Washed / Wet,2013,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,0
993,81.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,0.13
994,81.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,0.12
995,81.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,0.11
996,81.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,0.1
997,81.08,Arabica,Hawaiian Kona,United States (Hawaii),Washed / Wet,2012,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,0.06
998,81,Arabica,Bourbon,Brazil,Pulped natural / honey,2012,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,0.11
999,81,Arabica,Bourbon,Others,Washed / Wet,2017,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,0
1000,81,Arabica,Yellow Bourbon,Brazil,Pulped natural / honey,2017,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,0.11
1001,81,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,0.09
1002,81,Arabica,Caturra,Colombia,Washed / Wet,2016,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,0
1003,81,Arabica,Bourbon,Guatemala,Washed / Wet,2015,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,0.11
1004,81,Arabica,Typica,Taiwan,Washed / Wet,2015,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,0.12
1005,81,Arabica,Caturra,Honduras,Natural / Dry,2014,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,0.12
1006,81,Arabica,Mundo Novo,Brazil,Natural / Dry,2014,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,0.12
1007,81,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,0.12
1008,81,Arabica,Other,Uganda,Natural / Dry,2013,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,0.12
1009,81,Arabica,Typica,Taiwan,Semi-washed / Semi-pulped,2014,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,0.11
1010,81,Arabica,Caturra,Thailand,Washed / Wet,2012,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,0
1011,81,Arabica,Other,Mexico,Washed / Wet,2012,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,0.12
1012,81,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,0
1013,80.92,Arabica,Other,Taiwan,Washed / Wet,2017,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,0
1014,80.92,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,0.1
1015,80.92,Arabica,Other,Others,Washed / Wet,2017,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,0.11
1016,80.92,Arabica,Bourbon,Mexico,Washed / Wet,2017,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,0.11
1017,80.92,Arabica,Other,Others,Other,2015,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,0
1018,80.92,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2014,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,0.1
1019,80.92,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,0.12
1020,80.92,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2015,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,0.12
1021,80.92,Arabica,Typica,Taiwan,Washed / Wet,2014,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,0.09
1022,80.92,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,0.1
1023,80.92,Arabica,Caturra,Others,Washed / Wet,2013,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,0.1
1024,80.92,Arabica,Other,Guatemala,Washed / Wet,2014,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,0.12
1025,80.92,Arabica,Typica,Taiwan,Washed / Wet,2014,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11
1026,80.92,Arabica,Typica,Taiwan,Other,2014,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,0.11
1027,80.92,Arabica,Typica,Taiwan,Washed / Wet,2014,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11
1028,80.92,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,0.13
1029,80.92,Arabica,Other,Thailand,Washed / Wet,2012,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,0
1030,80.83,Arabica,Other,Others,Washed / Wet,2016,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,0
1031,80.83,Arabica,Caturra,Guatemala,Washed / Wet,2013,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,0.11
1032,80.83,Arabica,Catuai,Mexico,Semi-washed / Semi-pulped,2012,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,0.13
1033,80.83,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,0.11
1034,80.83,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,0.13
1035,80.83,Arabica,Hawaiian Kona,United States (Hawaii),Washed / Wet,2012,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,0.1
1036,80.83,Arabica,Caturra,Colombia,Washed / Wet,2010,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,0.01
1037,80.75,Arabica,Caturra,Brazil,Natural / Dry,2016,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,0
1038,80.75,Arabica,Catuai,Others,Washed / Wet,2015,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,0
1039,80.75,Arabica,Caturra,Guatemala,Washed / Wet,2015,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,0.12
1040,80.75,Arabica,Other,Others,Washed / Wet,2015,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,0.12
1041,80.75,Arabica,Caturra,Honduras,Natural / Dry,2015,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,0.11
1042,80.75,Arabica,Caturra,Others,Other,2014,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,0.11
1043,80.75,Arabica,Catuai,Honduras,Washed / Wet,2015,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,0.09
1044,80.75,Arabica,Catuai,Honduras,Natural / Dry,2015,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,0.13
1045,80.75,Arabica,Caturra,Costa Rica,Washed / Wet,2014,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,0.11
1046,80.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,0.11
1047,80.75,Arabica,Typica,Others,Washed / Wet,2012,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,0.12
1048,80.75,Arabica,Other,United States (Hawaii),Natural / Dry,2011,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,0.13
1049,80.67,Arabica,Typica,Taiwan,Other,2016,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,0
1050,80.67,Arabica,Other,Others,Semi-washed / Semi-pulped,2015,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,0.13
1051,80.67,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,0.11
1052,80.67,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,0.11
1053,80.67,Arabica,Caturra,Others,Washed / Wet,2014,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,0.12
1054,80.67,Arabica,Typica,Mexico,Washed / Wet,2014,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,0.12
1055,80.67,Arabica,Caturra,Colombia,Natural / Dry,2014,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,0
1056,80.67,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.67,7.17,7,7.5,7,7,10,10,10,7.33,0.12
1057,80.67,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,0.11
1058,80.67,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,0.11
1059,80.67,Arabica,Caturra,Colombia,Washed / Wet,2012,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,0.18
1060,80.58,Arabica,Caturra,Brazil,Washed / Wet,2016,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,0.11
1061,80.58,Arabica,Caturra,Others,Washed / Wet,2016,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,0.11
1062,80.58,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,0.12
1063,80.58,Arabica,Bourbon,Brazil,Semi-washed / Semi-pulped,2015,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,0
1064,80.58,Arabica,Caturra,Honduras,Washed / Wet,2014,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,0.11
1065,80.58,Arabica,Bourbon,Guatemala,Natural / Dry,2014,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,0.11
1066,80.58,Arabica,Caturra,United States (Hawaii),Washed / Wet,2012,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,0
1067,80.58,Arabica,Caturra,Colombia,Washed / Wet,2012,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,0
1068,80.5,Arabica,Other,Taiwan,Natural / Dry,2017,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,0
1069,80.5,Arabica,Caturra,Guatemala,Washed / Wet,2017,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,0.1
1070,80.5,Arabica,Catuai,Honduras,Washed / Wet,2017,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,0.11
1071,80.5,Arabica,Caturra,Others,Washed / Wet,2016,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,0.12
1072,80.5,Arabica,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2016,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,0.11
1073,80.5,Arabica,Other,Others,Washed / Wet,2015,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,0
1074,80.5,Arabica,Other,Guatemala,Washed / Wet,2014,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,0.11
1075,80.5,Arabica,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2013,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,0.1
1076,80.5,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2013,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,0.11
1077,80.5,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,0.12
1078,80.5,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,0.15
1079,80.42,Arabica,Caturra,Honduras,Washed / Wet,2016,7.25,7.42,7,7.42,7.33,7,10,10,10,7,0.1
1080,80.42,Arabica,Typica,Taiwan,Washed / Wet,2014,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,0.14
1081,80.42,Arabica,Bourbon,Others,Washed / Wet,2013,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,0
1082,80.42,Arabica,Other,Others,Washed / Wet,2013,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,0.17
1083,80.42,Arabica,Typica,Taiwan,Washed / Wet,2014,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,0.11
1084,80.42,Arabica,Typica,Mexico,Washed / Wet,2012,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,0.1
1085,80.42,Arabica,Caturra,Mexico,Washed / Wet,2012,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,0.12
1086,80.33,Arabica,Caturra,Others,Washed / Wet,2016,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,0.12
1087,80.33,Arabica,Bourbon,"Tanzania, United Republic Of",Washed / Wet,2016,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,0.13
1088,80.33,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,0.12
1089,80.33,Arabica,Yellow Bourbon,Taiwan,Other,2014,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,0.11
1090,80.33,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,0.11
1091,80.33,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,0.11
1092,80.33,Arabica,Hawaiian Kona,United States (Hawaii),Washed / Wet,2012,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,0.12
1093,80.33,Arabica,Caturra,Ethiopia,Washed / Wet,2010,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,0.1
1094,80.25,Arabica,Catuai,Brazil,Natural / Dry,2018,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,0.11
1095,80.25,Arabica,Caturra,Honduras,Natural / Dry,2016,7.25,7.25,7,7,7.42,7,10,10,10,7.33,0.1
1096,80.25,Arabica,Caturra,Mexico,Washed / Wet,2016,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,0.1
1097,80.25,Arabica,Other,Others,Natural / Dry,2015,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,0.11
1098,80.25,Arabica,Catuai,Others,Natural / Dry,2014,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,0
1099,80.25,Arabica,Caturra,Others,Washed / Wet,2015,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,0.11
1100,80.25,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2014,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,0.12
1101,80.25,Arabica,Typica,Colombia,Washed / Wet,2012,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,0.1
1102,80.25,Arabica,Typica,Taiwan,Semi-washed / Semi-pulped,2014,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,0.11
1103,80.25,Arabica,Caturra,Guatemala,Washed / Wet,2012,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,0.11
1104,80.25,Arabica,Caturra,Mexico,Washed / Wet,2012,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,0.11
1105,80.17,Arabica,Other,Others,Other,2017,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,0
1106,80.17,Arabica,Caturra,Others,Washed / Wet,2015,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,0.11
1107,80.17,Arabica,Catuai,Honduras,Washed / Wet,2015,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,0.11
1108,80.17,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,0.11
1109,80.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,0.11
1110,80.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,0.14
1111,80.17,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,0.12
1112,80.17,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.33,7.33,7,7.33,7,7,10,10,10,7.17,0.11
1113,80.17,Arabica,Caturra,United States (Hawaii),Washed / Wet,2012,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,0.05
1114,80.08,Arabica,Bourbon,Brazil,Pulped natural / honey,2018,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,0.11
1115,80.08,Arabica,Typica,Taiwan,Washed / Wet,2014,7.42,7.25,7.25,7.17,7,7,10,10,10,7,0.07
1116,80.08,Arabica,Caturra,Others,Natural / Dry,2013,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,0.1
1117,80.08,Arabica,Typica,Taiwan,Other,2014,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,0.11
1118,80.08,Arabica,Typica,Taiwan,Washed / Wet,2014,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,0.11
1119,80.08,Arabica,Typica,Taiwan,Semi-washed / Semi-pulped,2014,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,0.11
1120,80.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,0.15
1121,80.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,0.14
1122,80,Arabica,Caturra,Others,Washed / Wet,2017,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,0.1
1123,80,Arabica,Other,Others,Washed / Wet,2015,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,0
1124,80,Arabica,Typica,Mexico,Washed / Wet,2014,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,0
1125,80,Arabica,Typica,Taiwan,Washed / Wet,2014,7.25,7.25,7.25,7,7.25,7,10,10,10,7,0.11
1126,80,Arabica,Caturra,Thailand,Washed / Wet,2012,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,0
1127,80,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,0.12
1128,80,Arabica,Other,Mexico,Washed / Wet,2012,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,0.11
1129,80,Arabica,Caturra,Ethiopia,Washed / Wet,2010,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,0.05
1130,79.92,Arabica,Caturra,Colombia,Washed / Wet,2015,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,0
1131,79.92,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2014,7.5,7,7,6.92,7.33,7.17,10,10,10,7,0.11
1132,79.92,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,0.12
1133,79.92,Arabica,Other,Mexico,Washed / Wet,2012,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,0.12
1134,79.92,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,0
1135,79.92,Arabica,Catuai,Mexico,Washed / Wet,2012,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,0.11
1136,79.92,Arabica,Typica,Mexico,Natural / Dry,2012,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,0.12
1137,79.92,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,0.11
1138,79.92,Arabica,Caturra,United States (Hawaii),Washed / Wet,2012,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,0.05
1139,79.83,Arabica,Other,Others,Washed / Wet,2017,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,0.11
1140,79.83,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,0.1
1141,79.83,Arabica,Caturra,Others,Washed / Wet,2014,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,0.11
1142,79.83,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,0.12
1143,79.83,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2012,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,0.12
1144,79.75,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1
1145,79.75,Arabica,Typica,Taiwan,Natural / Dry,2014,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,0
1146,79.75,Arabica,Typica,Taiwan,Washed / Wet,2013,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,0.1
1147,79.75,Arabica,Caturra,Thailand,Washed / Wet,2013,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,0.12
1148,79.75,Arabica,Caturra,Others,Washed / Wet,2013,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,0.12
1149,79.75,Arabica,Catuai,Costa Rica,Washed / Wet,2013,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,0.1
1150,79.75,Arabica,Typica,Mexico,Washed / Wet,2013,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,0.12
1151,79.75,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,0.13
1152,79.75,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,0.12
1153,79.75,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,0.14
1154,79.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7,7.08,7.08,7,10,10,10,7,0.1
1155,79.75,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,0
1156,79.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,0.12
1157,79.67,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1
1158,79.67,Arabica,Bourbon,Others,Washed / Wet,2016,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,0
1159,79.67,Arabica,Caturra,Thailand,Washed / Wet,2013,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,0.12
1160,79.67,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,0.11
1161,79.67,Arabica,Typica,Mexico,Washed / Wet,2013,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,0.12
1162,79.67,Arabica,Caturra,Mexico,Washed / Wet,2012,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,0.13
1163,79.67,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,0
1164,79.67,Arabica,Other,Thailand,Washed / Wet,2012,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,0
1165,79.58,Arabica,Typica,Mexico,Washed / Wet,2012,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,0.12
1166,79.58,Arabica,Caturra,Mexico,Washed / Wet,2012,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,0.13
1167,79.58,Arabica,Caturra,Colombia,Washed / Wet,2010,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,0.1
1168,79.58,Arabica,Caturra,Guatemala,Washed / Wet,2010,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,0.17
1169,79.5,Arabica,Caturra,Others,Natural / Dry,2015,6.92,6.92,7,7.42,7.25,7,10,10,10,7,0.12
1170,79.5,Arabica,Typica,Taiwan,Natural / Dry,2014,6.92,7,7.17,7,7.42,7,10,10,10,7,0
1171,79.5,Arabica,Caturra,Colombia,Washed / Wet,2013,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,0
1172,79.5,Arabica,Caturra,Mexico,Washed / Wet,2012,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,0.12
1173,79.5,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,0.12
1174,79.42,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,0.1
1175,79.42,Arabica,Other,Guatemala,Washed / Wet,2014,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,0.1
1176,79.42,Arabica,Typica,Mexico,Washed / Wet,2012,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,0.13
1177,79.33,Arabica,Caturra,Mexico,Washed / Wet,2016,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,0.13
1178,79.33,Arabica,Caturra,Colombia,Washed / Wet,2013,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,0
1179,79.33,Arabica,Typica,Mexico,Washed / Wet,2012,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,0.14
1180,79.33,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,0.14
1181,79.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,0.11
1182,79.25,Arabica,Typica,Taiwan,Washed / Wet,2014,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,0.11
1183,79.25,Arabica,Bourbon,Mexico,Washed / Wet,2012,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,0.13
